disease,symptoms_used,generated_call
Epilepsy,"Paralysis, Eye Rolling, Burns","I— I need help— [gasping] My... my sister, she's— she's not okay! [crying] She's— I mean, her face is turning all blue, it's like she can't breathe and— and, it's just— really bad! Uh... there's, um, this racing thing, her... her heart is going too fast it's— it's scary! [breathes heavily] And now, she's complaining of a chest ache. And... and her voice, it's changing, she's speaking, um, like, huskically... almost a whisper! [whispering] Please, come quick! [traffic noise] It's just— it's just me here with her and I— I don't know what to do..."
Epilepsy,"Arrhythmia, Paralysis, Unconsciousness","Uh— hello? I— I need… [coughing] help… I— I'm not feeling [gasping]— so good… Chest's— chest's tight, like— like an elephant’s sitting on it. I— I can't… [breathing heavily] I can't breathe… And— and my throat, it— it's, uh, it's closing up, feels so… so scratchy, so sore [coughing]… 

I— I'm dizzy too… everything's— everything's spinning… Oh God, I— I feel like, uh— like I’m gonna pass out… Sweat’s drenching me but— but I'm freezing at the same time. And then– then there’s this, uh, [sobbing] I— I can’t stop shaking… Please hurry… please…"
Epilepsy,"Unconsciousness, Confusion, Arrhythmia","I— I— [gasping] Oh God, I need help. My husband, he's suddenly— suddenly he can't stay awake. One minute he's fine and then— [crying] Oh God, his skin, it's gone all yellowish and— [sniffles, trying to hold back tears]. He's saying that everything tastes metallic, keeps spitting out his food. He can't seem to remember— even the simple things, like where he put his glasses. And he— [deep breath] he's breathing real fast... Is there anything I can do to help him, please?"
Epilepsy,"Paralysis, Arrhythmia, Foaming at the Mouth","H-hello? I— I... I n-need help. [crying] My brother, he's... he's not doing so good. He woke up this morning, um, extremely tired. Barely managed to keep his eyes open. And now he's breathing real hard... like he just ran a marathon. He's [gasping] wheezing in and out... [shivering]

There's a rash, all over his arms and legs. The worst part is, um, he can't remember anything from last night. And he complains about a severe headache. Con— constant thirst. [sobbing] His temperature seems really high... too hot to touch. I— I don't know what to do... [crying] Please, come quickly."
Epilepsy,"Paralysis, Unconsciousness, Confusion","Oh my god, Oh my god— [breathing heavily] I— I need help— My friend, he's— he's on the floor, unconscious! His face is all pale and— and cold! [crying] I don't know what happened, he was complaining— [gasping] a-about a bad headache just— just moments ago. He said he was dizzy and he looked— looked sweaty and confused… I— [sobbing] I made him sit down but he just— just collapsed! [coughing] Oh god, I think he's— I think he's not breathing."
Epilepsy,"Foaming at the Mouth, Unconsciousness, Confusion","Uh— uh, hello? I, I need help. My friend— he's just, I don't know, on the floor, sweating like a pig [sighs]. I mean, it's— it's freaking me out! His skin's all dry, no matter how much he's wiping off.

God, and he's breathing [breathing heavily]. He's just sitting there, gasping for air [gasping]. And the coughing, oh God [coughing]. I swear it feels like his chest is on fire— and he's so tired, can't even— can't even lift his head... I— I really need someone here, now. Please..."
Epilepsy,"Unconsciousness, Foaming at the Mouth, Paralysis","I— I need help...[breathing heavily]. I've been feeling so— so sick, fatigued, you know? Like I've been running marathons, but all I've done is sit around. And this pain, it's agonizing... uh, feels like it's deep in my chest... I— [coughing] I can't… I really can't breathe properly. 

And there's this...[wheezing]...this horrible constant cough... and you know what's odd? I— I can't smell or taste anything. Uh, yeah, like my morning coffee, or my toothpaste... It's all just... absent. I— [coughing] I don't— [wheezing] I need help... please."
Epilepsy,"Arrhythmia, Burns, Foaming at the Mouth","I— I need help. He— [sobbing] he's really bad, I— [gasping] I don't know what to do. He— he's got this fever, it's soaring— like flames beneath his skin… and he's coughing— [coughing] coughing like a damn train. Can't— [sniffs] can't get air. Can't breathe. Then there's the chills— shakes so bad I think he's gonna break.

This rash, ugh— [breathing heavily] it came outta nowhere. It's all over— and it's ugly. Not just itchy, it stings, he says. And he— he's confused— [whispering] keeps forgetting things. Can't remember words, names. And vomiting— [sighs] so weak from it. I don't know— um— what to do… Please hurry... [sirens in distance] Please."
Epilepsy,"Arrhythmia, Paralysis, Foaming at the Mouth","Oh, God, I— I need help. My— my husband, he— [coughing] he’s so hot to touch. I mean, I— I can barely keep my hand on him— [crying] and he’s been coughing non-stop. And his breathing— [pause] it's like he can't catch his breath. [breathing heavily] He’s not— not eating, not drinking. I’ve tried to get him to sip some water, but he's not— not having any of it. [sobbing] Please— someone needs to come quick…

His eyes— God, his eyes are so red, like he's been crying, but he— he hasn’t been. And he— he's lost so much weight; his cheeks are all sunken in. [frustrated sigh] His skin, it's like— uh— like dry paper, um, peeling off. It's terrifying. [whispering] What's happening to him?"
Epilepsy,"Eye Rolling, Burns, Unconsciousness","I— I just don't know what's happening. His— his face, it's all swollen on one side and uh his— [crying] his hands...they're shaking so violently it's terrifying and he's— he's speaking all weird and stuff, like, like slurred speech and he's um— um [sobbing] he can't see from the right eye. It's like a complete blind spot! On top of all, he's very confused and losing his balance— [gasping] Oh God, he just fell over!"
Drowning,"Unconsciousness, Shortness of Breath, Burns","I— I— [gasping] —can't believe... it hurts all over... [breathing heavily] my chest— feels like it's on fire—, and there's this— relentless pounding in my head. Uh, my skin— um— [coughing] —it's all flushed, and I'm shivering. I've been... I mean, I've thrown up twice already. I'm so weak— I can't even get off the floor. Um, and my— my throat's all sore. I— I can't— [sobbing] Why is this happening?"
Drowning,"Unconsciousness, Shortness of Breath, Arrhythmia","Oh God—oh God... [sobbing] I— I need help! [gasping] M—My wife... she— she can't breathe properly— struggling for each breath. Just...just came on all of a sudden... an—and she's got this heavy cough, like—like something stuck in her throat [coughing]... but there’s nothing... Oh God, it's terrifying. Like something's choking her. Uh... [sirens in distance]

She’s so weak... can't even stand. And— and she's so hot... like her skin is burning. Her—her face is flushed— hot to the touch. Feels like a furnace. And uh... her—her pulse, it's... it’s racing like a—a sprinter [shaky breathing]. God, pl—please... t—tell me what to do."
Drowning,"Burns, Cough, Shortness of Breath","Oh God— um, I— I need help— [shouting] He— he's struggling to breathe— [wheezing] His chest... it's turning a sickly bluish color... [sobbing] He... he says his heart is pounding in his chest like it's gonna... gonna explode. I— I [crying] don’t know how to help him... He just keeps drifting in and out of consciousness— I'm... [gasping] I'm really scared! 

[sighs] His body... it's taking on a sort of... [whispering] disturbing rigidity. And uh, his... his hands and feet are really cold— ice cold. His lips are chapping and cracking and there's uh... uh... a kind of foamy saliva coming out of his mouth— [breathing heavily] I thought I could handle it but— but I can't. I— I don't know what to do... [sirens in distance] Please hurry..."
